,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Missed Count
5478,90512,08/15/18,Trash - Backdoor,CART STILL OUT,3905 KINGS LN,37218.0,RED RIVER,3203,1.0,1719066.98578891,686886.167365495,False
5479,90520,08/15/18,Trash - Curbside/Alley Missed Pickup,Corner house and cart sit's out on Summitt Ave 37218. Trash does not get pickup on Tuesday's.,3201 Curtis St,37218.0,RED RIVER,4204,2.0,1723822.73089129,680314.501428354,False
5480,90525,08/15/18,Trash - Curbside/Alley Missed Pickup,MISSED THIS STREET,732 4th Ave N,37219.0,WASTE IND,3207,19.0,1737312.80718962,669712.338857964,True
5481,90530,08/15/18,Trash - Curbside/Alley Missed Pickup,Missed.,3901 Creekway Ct,37218.0,RED RIVER,4202,1.0,1719248.19742505,685463.594910503,True
5482,90531,08/15/18,Trash - Curbside/Alley Missed Pickup,Cart is full,2625 WALKER LN,37207.0,RED RIVER,3202,2.0,1729888.77244036,686446.226461052,False
5483,90538,08/15/18,Trash - Curbside/Alley Missed Pickup,Our trash has been missed two weeks in a row - we appear to be in a dead zone on our street. Metro construction going on at 1302 Hildreth next door & many cars on the street. Our house is being skipped due to logistics. We watched them pick up surrounding cans for distant neighbors.,1304 Hildreth Dr,37215.0,RED RIVER,3303,34.0,1728652.33325204,637553.694585632,True
5484,90541,08/15/18,Trash - Curbside/Alley Missed Pickup,Missed.,1727 3rd Ave N A,37208.0,WASTE IND,3207,19.0,1735012.34116817,674893.960665561,True
5485,90545,08/15/18,Trash Collection Complaint,Customer's trash hasn't been pickup in over a month. Please pickup,605 Vester Ave,37207.0,RED RIVER,3202,2.0,1738104.33194216,679697.702539283,False
5486,90547,08/15/18,Trash - Backdoor,Missed.,4506 Gra mar,37216.0,RED RIVER,2204,8.0,1751573.61070121,693024.660193755,True
5487,90553,08/15/18,Trash - Backdoor,backdoor Miss,3520 TRIMBLE RD,37215.0,RED RIVER,3301,34.0,1723356.9773596,642556.765359842,True
5488,90570,08/15/18,Trash - Backdoor,Missed for the past 3 weeks.,2010 salem mason dr,37208.0,METRO,9201,21.0,1726479.31464074,674570.120868542,True
5489,90586,08/15/18,Trash Collection Complaint,cust complaining that trash is spilling out of the truck and into the street,alameda st,37209.0,,,21.0,1721814.09716385,667198.603378849,False
5490,90587,08/15/18,Trash - Curbside/Alley Missed Pickup,cust says missed,1302 hildreth dr,37215.0,RED RIVER,3303,34.0,1728861.93328464,637408.095530254,True
5491,90588,08/15/18,Trash - Curbside/Alley Missed Pickup,truck didn't show up. entire block still has full trash cans..also missed neighbors....,2811 paden dr,37206.0,RED RIVER,1201,6.0,1754413.1358512,670616.903115964,True
5492,90591,08/15/18,Trash Collection Complaint,"Everybody on the end of the alley has not been collected, she said this has happened regularly and she would appreciate if the supervisor talked to the driver. would like a call from a supervisor with explanation on why she watched the truck leave without collecting her trash.",2907 clifton ave,37209.0,WASTE IND,3307,21.0,1725488.92153049,665593.712514615,False
5493,90596,08/15/18,Trash - Backdoor,Missed- Backdoor trash,3944 hydesdale ln,37218.0,RED RIVER,4202,1.0,1717264.33053865,683902.503726803,True
5494,90640,08/15/18,Trash - Backdoor,Missed backdoor trash,2601 vance ave,37208.0,METRO,9201,21.0,1726434.08114972,674807.132432622,True
5495,90642,08/15/18,Trash - Backdoor,backdoor trash miss,3903 kings ln,37218.0,RED RIVER,3203,1.0,1719159.78562191,686886.167365709,True
5496,90679,08/15/18,Trash - Curbside/Alley Missed Pickup,Missed.,2809 Paden Dr,37206.0,RED RIVER,1201,6.0,1754529.3026195,670597.042098079,True
5497,90683,08/15/18,Trash - Curbside/Alley Missed Pickup,Filing complaint trash/is not getting pickup for the Alley. Unit-B {caller upset the whole alley has been missed 2 weeks in a row. Why?,2707 Torbett St B,37209.0,METRO,9303,21.0,1727159.53178163,664904.101551976,True
5498,90687,08/15/18,Trash - Backdoor,Has not had paid backdoor trash collected consistently. Has called Red River 40 times with no result. needs us to have them collect her trash weekly.,105 westover ave,37205.0,RED RIVER,1302,23.0,1714028.59916988,643460.098781805,False
5499,90688,08/15/18,Trash - Curbside/Alley Missed Pickup,cust says trash was missed 2 weeks in row,2401 jefferson st,37208.0,,,21.0,1728625.04015886,669006.482236687,True
5500,90689,08/15/18,Trash - Curbside/Alley Missed Pickup,Missed.  Nothing was collected in the area.,1315 6th Ave N,37208.0,WASTE IND,3208,19.0,1735034.41450866,672150.345521862,True
5501,90690,08/15/18,Trash - Curbside/Alley Missed Pickup,Missed.  Nothing was collected in the area.,1317 6th Ave N,37207.0,WASTE IND,3208,5.0,1744199.46724404,678690.458888946,True
5502,90698,08/15/18,Trash - Curbside/Alley Missed Pickup,Missed- trash - caller believes that a Contractor truck was at the end of the alley. Trash is overflowing.,2337 Herman St,37208.0,METRO,9303,21.0,1729056.33242442,666652.101517422,True
5503,90702,08/15/18,Trash - Curbside/Alley Missed Pickup,Missed- trash,2204 hermosa st,37208.0,METRO,9303,21.0,1729219.83331021,667197.900595941,True
5504,90706,08/15/18,Trash - Curbside/Alley Missed Pickup,Missed - trash- the whole alley was missed- for the last weeks,2706 Delaware Ave,37209.0,METRO,9303,21.0,1727148.08664104,664630.334327141,True
5505,90712,08/15/18,Trash - Curbside/Alley Missed Pickup,Missed- trash,2524 Batavia St,37208.0,METRO,9303,21.0,1727574.41616931,666493.866103968,True
5506,90722,08/15/18,Trash Collection Complaint,"After trash pickup today,not only was our trash bin left open on its side in the street,but one of our trash bags remained inside it (so not all of our trash was picked up).  Also,there was (and still is) a ripped open bag of our neighbors' trash left laying in the middle of the road after they left.  
Although we picked up our own trash bin from its position on the road,we would like the trash truck to return and pick up the remaining trash in our bin,as well as the trash bag from our neighbors that was left  in the road.  We hope that this result will not recur in the future.",2100 20TH AVE S,37212.0,METRO,9308,18.0,1732236.48485922,655488.879978811,False
5507,90744,08/16/18,Trash - Backdoor,cart still out this is paid service,203 Bowling Ave,37205.0,RED RIVER,2304S,24.0,1724634.13833369,655957.325594919,False
5508,90746,08/16/18,Trash - Curbside/Alley Missed Pickup,cart still out,2120 Murfreesboro Pike,37217.0,RED RIVER,2504,29.0,1775744.78545965,641504.788880591,False
5509,90750,08/16/18,Trash - Curbside/Alley Missed Pickup,missed entire alley,2222 morena St B,37208.0,METRO,9303,21.0,1729083.35221446,667573.243617441,True
5510,90759,08/16/18,Trash Collection Complaint,CARTS ARE BEING LEFT BLOCKING BIKE LN AND IN LANE OF TRAFFIC SET BACK DOWN IN PLACE THEY ARE PICKED UP,561 BROOK VIEW ESTATES DR,37013.0,RED RIVER,4404,31.0,1762959.99702416,625392.646361314,False
5511,90802,08/16/18,Trash - Curbside/Alley Missed Pickup,Curb trash miss Wednesday,934 Battery Ln,37220.0,RED RIVER,3302,25.0,1735551.59134435,639787.528941888,True
5512,90805,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed- Trash- Other on the street missed also,168 cheek rd,37205.0,RED RIVER,1302,34.0,1711786.73036137,640221.696676821,True
5513,90806,08/16/18,Trash Collection Complaint,Previous ticket says customer cart was serviced. Caller states still has not been emptied,6717 Birchbrook Dr,37013.0,RED RIVER,4210,33.0,1797315.21133835,617419.361798154,False
5514,90821,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed entire street.,2207 Summitt Ave,37218.0,RED RIVER,4204,2.0,1723544.32766086,680140.453771477,True
5515,90827,08/16/18,Trash - Backdoor,miss,110 Lafayette Ct,37205.0,RED RIVER,1302,23.0,1713467.55406784,645168.765308709,True
5516,90837,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed collection.,3806 AUBURN LN,37215.0,RED RIVER,2303S,25.0,1720544.77476623,647782.917839975,True
5517,90839,08/16/18,Trash - Curbside/Alley Missed Pickup,Entire alley was missed for collection.,730 25th Ave N,37208.0,METRO,9303,21.0,1728245.93371355,666000.100470494,True
5518,90843,08/16/18,Trash - Curbside/Alley Missed Pickup,cust says everyone was picked up except his,2313 CASTLEMAN DR,37215.0,RED RIVER,3301,34.0,1723346.64622801,644125.874367707,False
5519,90844,08/16/18,Trash - Curbside/Alley Missed Pickup,on alley,2311 Alameda St,37208.0,METRO,9303,21.0,1728929.27059056,668215.245248342,False
5520,90847,08/16/18,Trash - Curbside/Alley Missed Pickup,BAGS ON GROUND FROM BEING MISSED,1941 Cement Plant Rd,37208.0,WASTE IND,3207,19.0,1737040.2951918,676959.086836888,True
5521,90865,08/16/18,Damage to Property,Trash/truck damage wall and needs someone to reinstall wall back that way it was. This happen Wednesday when picking up trash. Repairs need to be done asap. Call her back or send someone there to repair wall.,2178 Golf Club Ln,37215.0,RED RIVER,2305S,25.0,1728734.48658596,650782.714344241,False
5522,90866,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed.,2808 Hemingway Dr,37215.0,RED RIVER,3301,34.0,1717744.29015719,639020.867237405,True
5523,90868,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed/trash again picked up next door already. Thursday.,1009 Massman Dr,37217.0,RED RIVER,1401,13.0,1759435.48616851,657009.728927792,True
5524,90869,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed- Trash- The entire street missed,2808 paden dr,37206.0,RED RIVER,1201,6.0,1754521.13650944,670761.702753503,True
5525,90888,08/16/18,Trash - Curbside/Alley Missed Pickup,cust says missed for the entire alley,2416 Meharry blvd,37208.0,METRO,9303,21.0,1728276.33337955,668666.501782008,True
5526,90891,08/16/18,Trash - Backdoor,"Paid Backdoor/Trash keeps getting Missed- PAID backdoor good until Dec 2018.
Has overflow and wants cart emptied before next week's pickup.",135 woodmont blvd a,37205.0,RED RIVER,2303,24.0,1719049.77718196,651858.512638941,True
5527,90894,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed trash pickup in alley.,2201 albion st,37208.0,METRO,9303,21.0,1729330.87972299,667876.993380619,True
5528,90911,08/16/18,Trash - Curbside/Alley Missed Pickup,several missed 5th time being missed since moving in,607 garfield st,37208.0,WASTE IND,3207,19.0,1734038.34975979,673590.362994148,True
5529,90912,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed- trash- others on the street was missed,5201 Louisiana ave,37209.0,METRO,9302,20.0,1717400.52459432,666685.475236799,True
5530,90925,08/16/18,Trash - Curbside/Alley Missed Pickup,missed several times a month,3711 Nolensville Pike,37211.0,METRO,9408,26.0,1750590.55225188,642062.202517886,True
5531,90928,08/16/18,Trash - Backdoor,Backdoor/Trash missed for the past 3 wks. Wants it p/u,3345 walton ln,37216.0,RED RIVER,2204,8.0,1748558.62143519,693309.595834705,True
5532,90938,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed.,4020 Utah Ave,37209.0,WASTE IND,2306,24.0,1722065.71757245,660309.840403088,True
5533,90947,08/16/18,Trash Collection Complaint,States that for the past 2 weeks the driver collects the right side of the alley but not the left. She needs her trash collected. She says that they either skip the carts or they knock them over and leave them knocked over without collecting the trash. She would like a supervisor to address the route and make sure the trash gets collected on schedule.,710 27th Ave N,37208.0,METRO,9303,21.0,1727576.10966861,665594.433831826,False
5534,90975,08/16/18,Trash - Curbside/Alley Missed Pickup,miss,4097 timothy dr,37218.0,RED RIVER,4202,1.0,1719282.37963092,685317.365786701,True
5535,90983,08/16/18,Trash Collection Complaint,cart has been thrown in ditch 2nd time in a month he is tired of it happening do a better job or he is going higher,1814 Wildwood Ave,37212.0,METRO,9403,18.0,1732519.98313324,652455.284090008,False
5536,90987,08/16/18,Trash - Curbside/Alley Missed Pickup,cust says the truck skipped her cart,586 brewer dr,37211.0,RED RIVER,3401,27.0,1751609.93512382,630420.094807578,False
5537,90993,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed....missed others on same street,5209 louisiana ave,37209.0,METRO,9302,20.0,1717197.30605942,666671.859396611,True
5538,90996,08/16/18,Trash - Curbside/Alley Missed Pickup,Trash was never picked up on designated day. Nor was it picked up during follow up visit.,2800 paden dr,37206.0,RED RIVER,1201,6.0,1754887.12597082,670659.3377971,False
5539,90999,08/16/18,Trash - Backdoor,backdoor miss....,3808 tulane ct,37215.0,RED RIVER,2303,25.0,1720817.33066832,647996.398565848,True
5540,91004,08/16/18,Trash - Curbside/Alley Missed Pickup,cust says missed,109 Bonnie Briar Ln,37212.0,METRO,9403,18.0,1731333.56606679,652923.689853766,True
5541,91003,08/16/18,Trash - Curbside/Alley Missed Pickup,Missed- 2nd week in a row.,511 Harding Pl,37211.0,RED RIVER,2404,26.0,1751876.77067199,635537.128124925,True
5542,91009,08/16/18,Trash - Curbside/Alley Missed Pickup,miss for others on the street too,5203 louisiana ave,37209.0,METRO,9302,20.0,1717341.06091182,666680.368060059,True
5543,91013,08/16/18,Trash - Backdoor,Missed -2nd week in a row.,669 Huntington Ridge Dr,37211.0,RED RIVER,3402S,27.0,1750682.01060341,626313.083790856,True
5544,91031,08/16/18,Trash - Curbside/Alley Missed Pickup,"Two weeks without a pickup.  Regular bagged trash, nothing unusual.",5600 Country Dr,37211.0,RED RIVER,3406,27.0,1758868.42630643,624418.580535268,False
5545,91036,08/16/18,Trash - Curbside/Alley Missed Pickup,Trash collection was missed on Wednesday at the above address.,2400 booker st,37208.0,METRO,9303,21.0,1728740.43346729,666184.801781366,True
5546,91044,08/17/18,Trash - Curbside/Alley Missed Pickup,"missed pick up at 894, 895, & 896 Connolly truck needs to get the deadend",894 connelly dr,37217.0,RED RIVER,1401,13.0,1761403.5890948,655146.226411571,True
5547,91046,08/17/18,Trash - Backdoor,"Upset very and wants to file a complaint on backdoor/trash not getting pickup. Driver of truck will drive into her driveway and look around and then drive off, without picking up her backdoor/trash. She's 97 years old and upset because they are not doing there job. Even if it's 2 bags they still empty cart.",2601 Vance Ave,37208.0,METRO,9201,21.0,1726434.08114972,674807.132432622,False
5548,91049,08/17/18,Trash - Backdoor,2 weeks no pickup,106 Blackburn Ave,37205.0,RED RIVER,1302,23.0,1713582.12660317,643420.346667584,False
5549,91051,08/17/18,Trash - Curbside/Alley Missed Pickup,this alley missed,4612 Utah Ave,37209.0,WASTE IND,2306,24.0,1719645.33779566,660411.729939016,True
5550,91093,08/17/18,Trash - Curbside/Alley Missed Pickup,Curb customer has 2 trash/carts & only one cart emptied and leaving 2nd cart full. Wants cart emptied. Thursday.,3407 Donna Kay Dr,37211.0,RED RIVER,1403,26.0,1758105.81062046,642401.216560813,False
5551,91094,08/17/18,Trash - Curbside/Alley Missed Pickup,Missed. Needs cart collected on a weekly basis.,5116 Edmondson Pike,37211.0,RED RIVER,3401,27.0,1750489.04068097,631694.988482506,True
5552,91105,08/17/18,Trash Collection Complaint,Customer states trash will get pickup one week and the next week they do not get any trash/service. Truck is not coming in the condos complex and missing them on Thursday's. Wants to file a complaint it's hot and trash/is smelly.,109 Bonnie Briar Ln,37212.0,METRO,9403,18.0,1731333.56606679,652923.689853766,True
5553,91124,08/17/18,Trash Collection Complaint,PAID Backdoor/Trash missed; trash carts are behind a red wood fence,1111 Lipscomb Dr,37204.0,RED RIVER,3302,25.0,1732945.31457859,640857.078894124,True
5554,91126,08/17/18,Trash - Curbside/Alley Missed Pickup,One side of the street not service for trash pickup. Wednesday/Curb,712 27th Ave N,37208.0,METRO,9303,21.0,1727556.33229406,665660.901624749,False
5555,91127,08/17/18,Trash - Curbside/Alley Missed Pickup,missed trash,524 Morton Ave,37211.0,METRO,9408,16.0,1747872.946743,646360.09803755,True
5556,91129,08/17/18,Trash - Curbside/Alley Missed Pickup,Missed- trash,4710 utah ave,37209.0,WASTE IND,2306,24.0,1719259.74268868,660357.424188808,True
5557,91133,08/17/18,Trash - Backdoor,"Backdoor/trash missed again Thursday. When customer called to report missed pickup truck never came back # 89559 was closed and never got emptied. Wants this emptied asap for being missed two weeks in a row, before next week's pickup. Cart still should be emptied no matter what.",507 HARDING PL,37211.0,RED RIVER,2404,26.0,1751993.03831552,635589.807368492,True
5558,91141,08/17/18,Trash - Curbside/Alley Missed Pickup,cust says truck picked up his cart but missed his neighbor's,511 forest pointe pl,37013.0,RED RIVER,4503,29.0,1782688.01904205,632070.702311364,True
